question,context,response
Payment garna ko lagi payment method kasari remove garna sakchu?,Remove Payment Method: Not supported. Usage Tip: Use the available payment methods during checkout.,"Hajur, payment method remove garna mildaina. Checkout garda upalabdh payment methods use garnuhos."
Payment garna ko lagi payment reminder kasari disable garna sakchu?,Payment Reminder: Reminders cannot be disabled. Usage Tip: Pay on time to avoid reminders.,"Hajur, payment reminder disable garna mildaina. Time ma tirnu hola reminder bata bachna ko lagi."
Payment garna ko lagi payment notification kasari manage garna sakchu?,Notification Management: Not supported. Usage Tip: Log in to your account to check notifications.,"Hajur, payment notifications manage garna mildaina. Account ma login garnuhos notifications herna ko lagi."
Payment garna ko lagi payment refund kasari track garna sakchu?,Refund Tracking: Not supported. Usage Tip: Contact customer care for refund status.,"Hajur, refund status track garna mildaina. Customer care ma samparka garnuhos refund status ko lagi."
Payment garna ko lagi payment confirmation email kasari pauchu?,Payment Confirmation: Not sent automatically. Usage Tip: Check your account dashboard for payment confirmation.,"Hajur, payment confirmation email automatic pathaudaina. Tapailo account dashboard ma confirmation hernu hola."
Payment garna ko lagi PayPal use garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, PayPal bata payment garna mildaina. Tapailai Credit/Debit Card, Esewa, Khalti, ya Cash on Delivery use garna sakincha."
Payment garna ko lagi cryptocurrency use garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, cryptocurrency bata payment garna mildaina. Tapailai Credit/Debit Card, Esewa, Khalti, ya Cash on Delivery use garna sakincha."
Payment garna ko lagi bank transfer garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, bank transfer bata payment garna mildaina. Tapailai Credit/Debit Card, Esewa, Khalti, ya Cash on Delivery use garna sakincha."
Payment garna ko lagi UPI use garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, UPI bata payment garna mildaina. Tapailai Credit/Debit Card, Esewa, Khalti, ya Cash on Delivery use garna sakincha."
Payment garna ko lagi installment ma tirna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, installment ma payment garna mildaina. Tapailai Credit/Debit Card, Esewa, Khalti, ya Cash on Delivery use garna sakincha."
Payment garna ko lagi partial payment option cha?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, partial payment garna mildaina. Full amount ekai payment method bata tirnu huncha."
Payment garna ko lagi multiple methods combine garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, multiple payment methods combine garera payment garna mildaina. Ekai payment method use garnuhos."
Payment garna ko lagi payment reminder disable garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment reminder disable garna mildaina. Time ma tirnu hola reminder bata bachna ko lagi."
Payment garna ko lagi payment currency change garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment currency change garna mildaina. Sabai payments NPR ma huncha."
Payment garna ko lagi payment method change garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, order confirm bhayo bhane payment method change garna mildaina. Checkout garda sahi payment method select garnuhos."
Payment garna ko lagi payment plan set garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment plan set garna mildaina. Tapailai Credit/Debit Card, Esewa, Khalti, ya Cash on Delivery use garna sakincha."
Payment garna ko lagi payment dispute resolve garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment dispute resolve garna 01-2345678 ma customer care ma samparka garnuhos. Tapailo order ID ra payment details provide garnuhos."
Payment garna ko lagi payment retry limit cha?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment retry ko limit 3 attempts ho. 3 choti fail bhayo bhane arko payment method use garnuhos."
Payment garna ko lagi payment gateway down bhayo bhane ke garnu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment gateway down bhayo bhane kehi samaya pachi feri try garnuhos ya arko payment method use garnuhos. Website ma updates ko lagi hernu hola."
Payment garna ko lagi payment method kasari add garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, naya payment method add garna mildaina. Checkout garda upalabdh payment methods use garnuhos."
Payment garna ko lagi payment method kasari remove garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment method remove garna mildaina. Checkout garda upalabdh payment methods use garnuhos."
Payment garna ko lagi payment reminder kasari disable garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment reminder disable garna mildaina. Time ma tirnu hola reminder bata bachna ko lagi."
Payment garna ko lagi payment notification kasari manage garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment notifications manage garna mildaina. Account ma login garnuhos notifications herna ko lagi."
Payment garna ko lagi payment refund kasari track garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, refund status track garna mildaina. Customer care ma samparka garnuhos refund status ko lagi."
Payment garna ko lagi payment confirmation email kasari pauchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment confirmation email automatic pathaudaina. Tapailo account dashboard ma confirmation hernu hola."
Payment garna ko lagi payment retry limit kati ho?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment retry ko limit 3 attempts ho. 3 choti fail bhayo bhane arko payment method use garnuhos."
Payment garna ko lagi payment gateway down bhayo bhane ke garnu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment gateway down bhayo bhane kehi samaya pachi feri try garnuhos ya arko payment method use garnuhos. Website ma updates ko lagi hernu hola."
Payment garna ko lagi payment method kasari add garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, naya payment method add garna mildaina. Checkout garda upalabdh payment methods use garnuhos."
Payment garna ko lagi payment method kasari remove garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment method remove garna mildaina. Checkout garda upalabdh payment methods use garnuhos."
Payment garna ko lagi payment reminder kasari disable garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment reminder disable garna mildaina. Time ma tirnu hola reminder bata bachna ko lagi."
Payment garna ko lagi payment notification kasari manage garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment notifications manage garna mildaina. Account ma login garnuhos notifications herna ko lagi."
Payment garna ko lagi payment refund kasari track garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, refund status track garna mildaina. Customer care ma samparka garnuhos refund status ko lagi."
Payment garna ko lagi payment confirmation email kasari pauchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment confirmation email automatic pathaudaina. Tapailo account dashboard ma confirmation hernu hola."
Payment garna ko lagi payment retry limit kati ho?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment retry ko limit 3 attempts ho. 3 choti fail bhayo bhane arko payment method use garnuhos."
Payment garna ko lagi payment gateway down bhayo bhane ke garnu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment gateway down bhayo bhane kehi samaya pachi feri try garnuhos ya arko payment method use garnuhos. Website ma updates ko lagi hernu hola."
Payment garna ko lagi payment method kasari add garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, naya payment method add garna mildaina. Checkout garda upalabdh payment methods use garnuhos."
Payment garna ko lagi payment method kasari remove garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment method remove garna mildaina. Checkout garda upalabdh payment methods use garnuhos."
Payment garna ko lagi payment reminder kasari disable garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment reminder disable garna mildaina. Time ma tirnu hola reminder bata bachna ko lagi."
Payment garna ko lagi payment notification kasari manage garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment notifications manage garna mildaina. Account ma login garnuhos notifications herna ko lagi."
Payment garna ko lagi payment refund kasari track garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, refund status track garna mildaina. Customer care ma samparka garnuhos refund status ko lagi."
Payment garna ko lagi payment confirmation email kasari pauchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, payment confirmation email automatic pathaudaina. Tapailo account dashboard ma confirmation hernu hola."
Payment garna ko lagi PayPal use garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, PayPal bata payment garna mildaina. Tapailai Credit/Debit Card, Esewa, Khalti, ya Cash on Delivery use garna sakincha."
Payment garna ko lagi cryptocurrency use garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, cryptocurrency bata payment garna mildaina. Tapailai Credit/Debit Card, Esewa, Khalti, ya Cash on Delivery use garna sakincha."
Payment garna ko lagi bank transfer garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, bank transfer bata payment garna mildaina. Tapailai Credit/Debit Card, Esewa, Khalti, ya Cash on Delivery use garna sakincha."
Payment garna ko lagi UPI use garna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, UPI bata payment garna mildaina. Tapailai Credit/Debit Card, Esewa, Khalti, ya Cash on Delivery use garna sakincha."
Payment garna ko lagi installment ma tirna sakchu?,"Accepted Payment Methods: Credit/Debit Card, Esewa, Khalti, Cash on Delivery.","Hajur, installment ma payment garna mildaina. Tapailai Credit/Debit Card, Esewa, Khalti, ya Cash on Delivery use garna sakincha."
