category,system,instruction,context,question,response
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"yo weekend ma chai maile new recipe try garna sochi raheko chu. aba ta chai sabai kehi ready cha, ani maile feedback le improvement garna parcha.","This weekend, I'm planning to try a new recipe. Now everything is ready, and I need to take feedback for improvement."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,bholi ko weather forecast le ta exciting outdoor plans banayo. maile ta ekdam sunny day ko lagi picnic organize garna socheko chu.,Tomorrow's weather forecast has made me plan exciting outdoor activities. I've thought of organizing a picnic for the sunny day.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,yo semester ma dherai assignments ko workload thiyo. tara aba finals ko lagi pura concentrate garna parcha bhanera schedule tight banaye.,This semester had a heavy workload of assignments. But now I've made a tight schedule to concentrate fully on the finals.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"kina ta maile tyo old movie revisit gare? pura childhood memories fresh huncha, ani tyo simple storyline ta ekdam heartwarming thiyo.","Why did I revisit that old movie? It brought back all the childhood memories, and the simple storyline was so heartwarming."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"yo naya hobby explore garna ta ekdam interesting lagcha. aba ta maile regular routine ma include garna socheko chu, kina ki tyo le pura relaxing feel diyo.",Exploring this new hobby feels so interesting. Now I've thought of including it in my regular routine because it feels so relaxing.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"aaja ko hiking ta pura unexpected adventure jasto thiyo. maile dherai beautiful sceneries dekhna paye, ani friends sanga chai ekdam ramailo time spend bhayo.","Today's hike felt like a complete unexpected adventure. I got to see so many beautiful sceneries, and I had a great time with friends."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,kina aba social media ma dherai time spend gare jasto lagcha? maile ta productive kaam ma focus garnu parcha bhanera decide gare.,Why does it feel like I spend too much time on social media these days? Iâ€™ve decided to focus more on productive work.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"yo tihar ma chai ekdam special vibes thiyo. maile diyas decorate gare, ani ghar ma festive look le sabai happy feel bhayo.","This Tihar had such special vibes. I decorated diyas, and the festive look at home made everyone feel happy."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,maile ta aba healthy eating habits suru garna try gareko chu. junk food lai minimize garera home-cooked meals prioritize garna lagayeko.,Iâ€™m trying to start healthy eating habits now. Iâ€™ve begun minimizing junk food and prioritizing home-cooked meals.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"hijo maile ekdam funny movie herna paye. puro time ta hasna ma gayo, ani mood relax bhayeko jasto lagyo.","Yesterday, I watched such a funny movie. I spent the whole time laughing, and it felt like my mood completely relaxed."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,bholi maile naya city explore garna plan gareko chu. itinerary ma chai historical places ani local food taste garna ko lagi add gareko chu.,"Tomorrow, Iâ€™ve planned to explore a new city. My itinerary includes visiting historical places and tasting local food."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"kina ta aaja ko shopping ekdam hectic feel bhayo? maile chai ekdam simple plan banayeko thiyo, tara crowded shops le pura thakaideko.","Why did today's shopping feel so hectic? I had made a simple plan, but the crowded shops completely exhausted me."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"aaja maile afno favorite book rere. storyline chai ekdam interesting cha, ani pura imagination le visuals create garna thale.","Today, I re-read my favorite book. The storyline is so interesting, and it made my imagination create vivid visuals."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"yo saal ko new year celebration ta ekdam memorable thiyo. fireworks display ekdam ramro lagyo, ani sabai sanga ramailo garna paye.","This yearâ€™s New Year celebration was so memorable. The fireworks display was amazing, and I got to have fun with everyone."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"aaja ko workout routine ekdam challenging thiyo. maile chai first time strength training try gare, tara post-workout feeling chai ekdam satisfying lagcha.","Today's workout routine was very challenging. I tried strength training for the first time, but the post-workout feeling is so satisfying."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"hijo ko conversation sanga ekdam deep connection feel bhayo. maile chai pura honest ra open talk garna paye, ani tyo ekdam refreshing lagyo.","Yesterdayâ€™s conversation felt like a deep connection. I got to have an honest and open talk, and it felt so refreshing."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"kina aba maile afno old diary revisit gare? sabai memories ekdam vivid feel huna thalyo, ani maile past experiences le sikheko thulo lesson realize gare.","Why did I revisit my old diary? All the memories started feeling so vivid, and I realized the big lessons I learned from past experiences."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"bholi ko lunch plan ta ekdam exciting cha. maile ta new restaurant explore garne, ani unko special dishes taste garna ko lagi ready chu.",Tomorrow's lunch plan is so exciting. Iâ€™m going to explore a new restaurant and am ready to taste their special dishes.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,"yo week ta ekdam stressful feel bhayo, tara weekend ma chai short getaway plan gareko chu. ekdam relax ra recharge hune bela cha.","This week felt so stressful, but Iâ€™ve planned a short getaway for the weekend. Itâ€™s time to relax and recharge."
