category,context,question,response
RAG,"Product Details: name: Bose SoundLink Revolve, price: 25000, stock: True, description: 360-degree Bluetooth speaker, 12-hour battery life, water-resistant, voice assistant support.",Bose SoundLink Revolve ko stock status k ho?,"Hajur, Bose SoundLink Revolve pauxa."
RAG,"Product Details: name: Fujifilm X-T30, price: 110000, stock: False, description: Mirrorless camera, 26.1MP sensor, 4K video, compact design, tilting touchscreen.",Fujifilm X-T30 stock ma xa?,"Hajur, Fujifilm X-T30 painna."
RAG,"Product Details: name: Razer BlackWidow V3 Pro, price: 20000, stock: True, description: Wireless mechanical gaming keyboard, RGB lighting, programmable macros, durable build.",Razer BlackWidow V3 Pro available xa?,"Hajur, Razer BlackWidow V3 Pro pauxa."
RAG,"Product Details: name: Sony WH-CH720N, price: 18000, stock: True, description: Wireless noise-canceling headphones, 35-hour battery life, Bluetooth, lightweight design.",Sony WH-CH720N pauxa ki painna?,"Hajur, Sony WH-CH720N pauxa."
RAG,"Product Details: name: DJI Mini 2, price: 80000, stock: False, description: Compact drone, 4K camera, 31-minute flight time, lightweight design, easy to fly.",DJI Mini 2 ko stock status k ho?,"Hajur, DJI Mini 2 painna."
RAG,"Product Details: name: iPhone 14 Pro Max, price: 200000, stock: False, description: 6.7-inch Super Retina XDR display, A16 Bionic chip, 256GB storage, triple-camera system.",iPhone 14 Pro Max stock ma xa?,"Hajur, iPhone 14 Pro Max aile stock ma xaina."
RAG,"Product Details: name: Samsung Galaxy S22 Ultra, price: 180000, stock: False, description: 6.8-inch Dynamic AMOLED 2X display, 108MP camera, S Pen included, 5000mAh battery.",Samsung Galaxy S22 Ultra available xa?,"Hajur, Samsung Galaxy S22 Ultra aile available xaina."
RAG,"Product Details: name: HP Pavilion 15, price: 120000, stock: False, description: 15.6-inch FHD display, Intel Core i5, 8GB RAM, 512GB SSD, backlit keyboard.",HP Pavilion 15 pauxa ki painna?,"Hajur, HP Pavilion 15 ko stock aile xaina."
RAG,"Product Details: name: Sony WH-1000XM4, price: 35000, stock: False, description: Wireless noise-canceling headphones, 30-hour battery life, touch sensor controls.",Sony WH-1000XM4 ko stock status k ho?,"Hajur, Sony WH-1000XM4 ko availability aile chaina."
RAG,"Product Details: name: MacBook Air M1, price: 150000, stock: False, description: 13.3-inch Retina display, Apple M1 chip, 8GB RAM, 256GB SSD.",MacBook Air M1 stock ma xa?,"Hajur, MacBook Air M1 aile stock ma xaina."
RAG,"Product Details: name: LG OLED C1 55-inch, price: 220000, stock: False, description: 55-inch 4K OLED TV, AI-powered 4K, Dolby Vision IQ, HDMI 2.1.",LG OLED C1 55-inch available xa?,"Hajur, LG OLED C1 55-inch aile available xaina."
RAG,"Product Details: name: Apple Watch Series 8, price: 80000, stock: False, description: 45mm GPS + Cellular, blood oxygen sensor, ECG app, always-on Retina display.",Apple Watch Series 8 pauxa ki painna?,"Hajur, Apple Watch Series 8 ko stock aile xaina."
RAG,"Product Details: name: Xiaomi Mi Band 7, price: 5000, stock: False, description: Fitness tracker, 1.62-inch AMOLED display, 120 sports modes, 14-day battery life.",Xiaomi Mi Band 7 ko stock status k ho?,"Hajur, Xiaomi Mi Band 7 ko availability aile chaina."
RAG,"Product Details: name: Canon EOS R6, price: 250000, stock: False, description: Mirrorless camera, 20.1MP sensor, 4K video recording, dual pixel autofocus.",Canon EOS R6 stock ma xa?,"Hajur, Canon EOS R6 aile stock ma xaina."
RAG,"Product Details: name: Dell XPS 13, price: 180000, stock: False, description: 13.4-inch FHD+ display, Intel Core i7, 16GB RAM, 512GB SSD, InfinityEdge display.",Dell XPS 13 available xa?,"Hajur, Dell XPS 13 aile available xaina."
RAG,"Product Details: name: Bose QuietComfort 45, price: 30000, stock: False, description: Wireless noise-canceling headphones, 24-hour battery life, TriPort acoustic architecture.",Bose QuietComfort 45 pauxa ki painna?,"Hajur, Bose QuietComfort 45 ko stock aile xaina."
RAG,"Product Details: name: Sony PlayStation 5, price: 100000, stock: False, description: Next-gen gaming console, 4K UHD Blu-ray, 825GB SSD, DualSense wireless controller.",Sony PlayStation 5 ko stock status k ho?,"Hajur, Sony PlayStation 5 ko availability aile chaina."
RAG,"Product Details: name: Asus ROG Zephyrus G14, price: 250000, stock: False, description: 14-inch QHD display, AMD Ryzen 9, 16GB RAM, 1TB SSD, NVIDIA RTX 3060, gaming laptop.",Asus ROG Zephyrus G14 stock ma xa?,"Hajur, Asus ROG Zephyrus G14 aile stock ma xaina."
RAG,"Product Details: name: JBL Flip 6, price: 12000, stock: False, description: Portable Bluetooth speaker, IP67 waterproof, 12-hour battery life, PartyBoost for stereo sound.",JBL Flip 6 available xa?,"Hajur, JBL Flip 6 aile available xaina."
RAG,"Product Details: name: Nikon Z50, price: 110000, stock: False, description: Mirrorless camera, 20.9MP sensor, 4K video, tilting touchscreen, compact design.",Nikon Z50 pauxa ki painna?,"Hajur, Nikon Z50 ko stock aile xaina."
RAG,"Product Details: name: Logitech G502 Hero, price: 10000, stock: False, description: Gaming mouse, 11 programmable buttons, RGB lighting, adjustable weight system.",Logitech G502 Hero ko stock status k ho?,"Hajur, Logitech G502 Hero ko availability aile chaina."
RAG,"Product Details: name: DJI Mavic Air 2, price: 150000, stock: False, description: Drone with 4K camera, 34-minute flight time, 10km HD video transmission, intelligent shooting modes.",DJI Mavic Air 2 stock ma xa?,"Hajur, DJI Mavic Air 2 aile stock ma xaina."
RAG,"Product Details: name: Samsung Galaxy Buds 2, price: 18000, stock: False, description: True wireless earbuds, ANC, 20-hour battery life, lightweight design.",Samsung Galaxy Buds 2 available xa?,"Hajur, Samsung Galaxy Buds 2 aile available xaina."
RAG,"Product Details: name: Xbox Series X, price: 90000, stock: False, description: Next-gen gaming console, 4K gaming, 1TB SSD, backward compatibility, Xbox Game Pass.",Xbox Series X pauxa ki painna?,"Hajur, Xbox Series X ko stock aile xaina."
RAG,"Product Details: name: GoPro Hero 10 Black, price: 60000, stock: False, description: Action camera, 5.3K video, HyperSmooth 4.0 stabilization, waterproof up to 33ft.",GoPro Hero 10 Black ko stock status k ho?,"Hajur, GoPro Hero 10 Black ko availability aile chaina."
RAG,"Product Details: name: OnePlus 10 Pro, price: 140000, stock: False, description: 6.7-inch QHD+ AMOLED display, Snapdragon 8 Gen 1, 12GB RAM, 256GB storage, Hasselblad camera.",OnePlus 10 Pro stock ma xa?,"Hajur, OnePlus 10 Pro aile stock ma xaina."
RAG,"Product Details: name: Acer Nitro 5, price: 130000, stock: False, description: 15.6-inch FHD display, Intel Core i5, 16GB RAM, 512GB SSD, NVIDIA GTX 1650, gaming laptop.",Acer Nitro 5 available xa?,"Hajur, Acer Nitro 5 aile available xaina."
RAG,"Product Details: name: Sony Xperia 5 IV, price: 140000, stock: False, description: 6.1-inch OLED display, Snapdragon 8 Gen 1, 8GB RAM, 128GB storage, triple-camera system.",Sony Xperia 5 IV pauxa ki painna?,"Hajur, Sony Xperia 5 IV ko stock aile xaina."
RAG,"Product Details: name: Bose SoundLink Revolve, price: 25000, stock: False, description: 360-degree Bluetooth speaker, 12-hour battery life, water-resistant, voice assistant support.",Bose SoundLink Revolve ko stock status k ho?,"Hajur, Bose SoundLink Revolve ko availability aile chaina."
RAG,"Product Details: name: Fujifilm X-T30, price: 110000, stock: False, description: Mirrorless camera, 26.1MP sensor, 4K video, compact design, tilting touchscreen.",Fujifilm X-T30 stock ma xa?,"Hajur, Fujifilm X-T30 aile stock ma xaina."
RAG,"Product Details: name: Razer BlackWidow V3 Pro, price: 20000, stock: False, description: Wireless mechanical gaming keyboard, RGB lighting, programmable macros, durable build.",Razer BlackWidow V3 Pro available xa?,"Hajur, Razer BlackWidow V3 Pro aile available xaina."
RAG,"Product Details: name: Sony WH-CH720N, price: 18000, stock: False, description: Wireless noise-canceling headphones, 35-hour battery life, Bluetooth, lightweight design.",Sony WH-CH720N pauxa ki painna?,"Hajur, Sony WH-CH720N ko stock aile xaina."
RAG,"Product Details: name: DJI Mini 2, price: 80000, stock: False, description: Compact drone, 4K camera, 31-minute flight time, lightweight design, easy to fly.",DJI Mini 2 ko stock status k ho?,"Hajur, DJI Mini 2 ko availability aile chaina."
RAG,"Product Details: name: iPhone 14 Pro Max, price: 200000, stock: True, description: 6.7-inch Super Retina XDR display, A16 Bionic chip, 256GB storage, triple-camera system.",iPhone 14 Pro Max stock ma xa?,"Hajur, iPhone 14 Pro Max aile stock ma xa."
RAG,"Product Details: name: Samsung Galaxy S22 Ultra, price: 180000, stock: True, description: 6.8-inch Dynamic AMOLED 2X display, 108MP camera, S Pen included, 5000mAh battery.",Samsung Galaxy S22 Ultra available xa?,"Hajur, Samsung Galaxy S22 Ultra aile available xa."
RAG,"Product Details: name: HP Pavilion 15, price: 120000, stock: True, description: 15.6-inch FHD display, Intel Core i5, 8GB RAM, 512GB SSD, backlit keyboard.",HP Pavilion 15 pauxa ki painna?,"Hajur, HP Pavilion 15 ko stock aile xa."
RAG,"Product Details: name: Sony WH-1000XM4, price: 35000, stock: True, description: Wireless noise-canceling headphones, 30-hour battery life, touch sensor controls.",Sony WH-1000XM4 ko stock status k ho?,"Hajur, Sony WH-1000XM4 ko availability aile cha."
RAG,"Product Details: name: MacBook Air M1, price: 150000, stock: True, description: 13.3-inch Retina display, Apple M1 chip, 8GB RAM, 256GB SSD.",MacBook Air M1 stock ma xa?,"Hajur, MacBook Air M1 aile stock ma xa."
RAG,"Product Details: name: LG OLED C1 55-inch, price: 220000, stock: True, description: 55-inch 4K OLED TV, AI-powered 4K, Dolby Vision IQ, HDMI 2.1.",LG OLED C1 55-inch available xa?,"Hajur, LG OLED C1 55-inch aile available xa."
RAG,"Product Details: name: Apple Watch Series 8, price: 80000, stock: True, description: 45mm GPS + Cellular, blood oxygen sensor, ECG app, always-on Retina display.",Apple Watch Series 8 pauxa ki painna?,"Hajur, Apple Watch Series 8 ko stock aile xa."
RAG,"Product Details: name: Xiaomi Mi Band 7, price: 5000, stock: True, description: Fitness tracker, 1.62-inch AMOLED display, 120 sports modes, 14-day battery life.",Xiaomi Mi Band 7 ko stock status k ho?,"Hajur, Xiaomi Mi Band 7 ko availability aile cha."
RAG,"Product Details: name: Canon EOS R6, price: 250000, stock: True, description: Mirrorless camera, 20.1MP sensor, 4K video recording, dual pixel autofocus.",Canon EOS R6 stock ma xa?,"Hajur, Canon EOS R6 aile stock ma xa."
RAG,"Product Details: name: Dell XPS 13, price: 180000, stock: True, description: 13.4-inch FHD+ display, Intel Core i7, 16GB RAM, 512GB SSD, InfinityEdge display.",Dell XPS 13 available xa?,"Hajur, Dell XPS 13 aile available xa."
RAG,"Product Details: name: Bose QuietComfort 45, price: 30000, stock: True, description: Wireless noise-canceling headphones, 24-hour battery life, TriPort acoustic architecture.",Bose QuietComfort 45 pauxa ki painna?,"Hajur, Bose QuietComfort 45 ko stock aile xa."
RAG,"Product Details: name: Sony PlayStation 5, price: 100000, stock: True, description: Next-gen gaming console, 4K UHD Blu-ray, 825GB SSD, DualSense wireless controller.",Sony PlayStation 5 ko stock status k ho?,"Hajur, Sony PlayStation 5 ko availability aile cha."
RAG,"Product Details: name: Asus ROG Zephyrus G14, price: 250000, stock: True, description: 14-inch QHD display, AMD Ryzen 9, 16GB RAM, 1TB SSD, NVIDIA RTX 3060, gaming laptop.",Asus ROG Zephyrus G14 stock ma xa?,"Hajur, Asus ROG Zephyrus G14 aile stock ma xa."
RAG,"Product Details: name: JBL Flip 6, price: 12000, stock: True, description: Portable Bluetooth speaker, IP67 waterproof, 12-hour battery life, PartyBoost for stereo sound.",JBL Flip 6 available xa?,"Hajur, JBL Flip 6 aile available xa."
RAG,"Product Details: name: Nikon Z50, price: 110000, stock: True, description: Mirrorless camera, 20.9MP sensor, 4K video, tilting touchscreen, compact design.",Nikon Z50 pauxa ki painna?,"Hajur, Nikon Z50 ko stock aile xa."
RAG,"Product Details: name: Logitech G502 Hero, price: 10000, stock: True, description: Gaming mouse, 11 programmable buttons, RGB lighting, adjustable weight system.",Logitech G502 Hero ko stock status k ho?,"Hajur, Logitech G502 Hero ko availability aile cha."
RAG,"Product Details: name: DJI Mavic Air 2, price: 150000, stock: True, description: Drone with 4K camera, 34-minute flight time, 10km HD video transmission, intelligent shooting modes.",DJI Mavic Air 2 stock ma xa?,"Hajur, DJI Mavic Air 2 aile stock ma xa."
RAG,"Product Details: name: Samsung Galaxy Buds 2, price: 18000, stock: True, description: True wireless earbuds, ANC, 20-hour battery life, lightweight design.",Samsung Galaxy Buds 2 available xa?,"Hajur, Samsung Galaxy Buds 2 aile available xa."
RAG,"Product Details: name: Xbox Series X, price: 90000, stock: True, description: Next-gen gaming console, 4K gaming, 1TB SSD, backward compatibility, Xbox Game Pass.",Xbox Series X pauxa ki painna?,"Hajur, Xbox Series X ko stock aile xa."
RAG,"Product Details: name: GoPro Hero 10 Black, price: 60000, stock: True, description: Action camera, 5.3K video, HyperSmooth 4.0 stabilization, waterproof up to 33ft.",GoPro Hero 10 Black ko stock status k ho?,"Hajur, GoPro Hero 10 Black ko availability aile cha."
RAG,"Product Details: name: OnePlus 10 Pro, price: 140000, stock: True, description: 6.7-inch QHD+ AMOLED display, Snapdragon 8 Gen 1, 12GB RAM, 256GB storage, Hasselblad camera.",OnePlus 10 Pro stock ma xa?,"Hajur, OnePlus 10 Pro aile stock ma xa."
RAG,"Product Details: name: Acer Nitro 5, price: 130000, stock: True, description: 15.6-inch FHD display, Intel Core i5, 16GB RAM, 512GB SSD, NVIDIA GTX 1650, gaming laptop.",Acer Nitro 5 available xa?,"Hajur, Acer Nitro 5 aile available xa."
RAG,"Product Details: name: Sony Xperia 5 IV, price: 140000, stock: True, description: 6.1-inch OLED display, Snapdragon 8 Gen 1, 8GB RAM, 128GB storage, triple-camera system.",Sony Xperia 5 IV pauxa ki painna?,"Hajur, Sony Xperia 5 IV ko stock aile xa."
RAG,"Product Details: name: Bose SoundLink Revolve, price: 25000, stock: True, description: 360-degree Bluetooth speaker, 12-hour battery life, water-resistant, voice assistant support.",Bose SoundLink Revolve ko stock status k ho?,"Hajur, Bose SoundLink Revolve ko availability aile cha."
RAG,"Product Details: name: Fujifilm X-T30, price: 110000, stock: True, description: Mirrorless camera, 26.1MP sensor, 4K video, compact design, tilting touchscreen.",Fujifilm X-T30 stock ma xa?,"Hajur, Fujifilm X-T30 aile stock ma xa."
RAG,"Product Details: name: Razer BlackWidow V3 Pro, price: 20000, stock: True, description: Wireless mechanical gaming keyboard, RGB lighting, programmable macros, durable build.",Razer BlackWidow V3 Pro available xa?,"Hajur, Razer BlackWidow V3 Pro aile available xa."
RAG,"Product Details: name: Sony WH-CH720N, price: 18000, stock: True, description: Wireless noise-canceling headphones, 35-hour battery life, Bluetooth, lightweight design.",Sony WH-CH720N pauxa ki painna?,"Hajur, Sony WH-CH720N ko stock aile xa."
RAG,"Product Details: name: DJI Mini 2, price: 80000, stock: True, description: Compact drone, 4K camera, 31-minute flight time, lightweight design, easy to fly.",DJI Mini 2 ko stock status k ho?,"Hajur, DJI Mini 2 ko availability aile cha."
RAG,"Product Details: name: iPhone 14 Pro Max, price: 200000, stock: True, description: 6.7-inch Super Retina XDR display, A16 Bionic chip, 256GB storage, triple-camera system.",iPhone 14 Pro Max ko price kati ho?,iPhone 14 Pro Max ko price Rs. 200000 ho.
RAG,"Product Details: name: iPhone 14 Pro Max, price: 200000, stock: True, description: 6.7-inch Super Retina XDR display, A16 Bionic chip, 256GB storage, triple-camera system.",iPhone 14 Pro Max stock ma xa?,"Hajur, iPhone 14 Pro Max aile stock ma xa."
RAG,"Product Details: name: iPhone 14 Pro Max, price: 200000, stock: True, description: 6.7-inch Super Retina XDR display, A16 Bionic chip, 256GB storage, triple-camera system.",iPhone 14 Pro Max ko description dinu,"iPhone 14 Pro Max ko description ma 6.7-inch Super Retina XDR display, A16 Bionic chip, 256GB storage, ra triple-camera system xa."
RAG,"Product Details: name: Samsung Galaxy S22 Ultra, price: 180000, stock: True, description: 6.8-inch Dynamic AMOLED 2X display, 108MP camera, S Pen included, 5000mAh battery.",Samsung Galaxy S22 Ultra ko price kati ho?,Samsung Galaxy S22 Ultra ko price Rs. 180000 ho.
RAG,"Product Details: name: Samsung Galaxy S22 Ultra, price: 180000, stock: True, description: 6.8-inch Dynamic AMOLED 2X display, 108MP camera, S Pen included, 5000mAh battery.",Samsung Galaxy S22 Ultra stock ma xa?,"Hajur, Samsung Galaxy S22 Ultra aile stock ma xa."
