category,context,question,response
alpaca,"Namaste sir, ma tapailai yo email le mero project ko update dina chahanchu. Maile aaja sabai tasks complete gareko chu ra report pani submit gareko chu. Kripaya yo herera feedback dinu hola.","Classify the tone of this paragraph (Formal, Informal).",Formal
alpaca,"Naya iPhone 15 ko launch bhaisakyo ra yo phone ma dherai nai advanced features cha. Mero bichar ma yo phone dherai nai overpriced cha, tara technology ko hisab le worth it cha. Tara sabai le afford garna sakdainan.","Classify the category of this paragraph (News, Opinion, Advertisement).",Opinion
alpaca,"Naya movie ko release bhayo, jo dherai nai interesting ra entertaining cha. Yo movie le dherai nai life lessons dincha ra sabai le hernu parne movie ho.","Classify the intent of this paragraph (Inform, Persuade, Entertain).",Persuade
alpaca,"Aaja ko weather dherai nai garam cha, ra ghar bata bahira niskina dherai nai gahro cha. Tara maile aafno kaam sakiyo ra aaba chai rest garna sakchu. Evening ma chai thulo rain forecast gareko cha, so cool huna sakcha.","Classify the sentiment of this paragraph (Positive, Negative, Neutral).",Neutral
alpaca,Wow! Maile aaja dherai nai surprising news suneko chu. Mero sathi le lottery jitiyo ra usle malai pani share garna bhaneko cha. Ma dherai nai excited chu ra uslai congratulate garna jadaichu.,"Classify the emotion expressed in this paragraph (Happy, Sad, Angry, Surprised).",Surprised
alpaca,"New AI technology le dherai kura change garirako cha. Aaja ko AI tools le human jobs replace garna sakchan, tara sath sath ma naya opportunities pani create garirako chan. Yo technology ko future dherai nai promising cha.","Classify the topic of this paragraph (Sports, Politics, Technology, Health).",Technology
alpaca,"This is a very good example of Roman Nepali mixed with English. Yo format le dherai nai flexible communication provide garcha, especially for those who are comfortable with both languages. It helps in better understanding ra clarity.","Classify the language used in this paragraph (Nepali, English, Mixed).",Mixed
alpaca,"Hey bro, k cha? Aaja kehi plan cha ki nai? Ma chai free chu, so if you want we can hang out. Dherai din bhayo timi sanga bhet bhayeko, so let's catch up and have some fun.","Classify the tone of this paragraph (Formal, Informal).",Informal
alpaca,"Naya shampoo ko launch bhayo, jo dherai nai effective ra affordable cha. Yo shampoo le hair fall control garcha, dandruff hataucha, ra hair lai smooth ra shiny bancha. Sabai le try garnu hos, you won't regret it!","Classify the category of this paragraph (News, Opinion, Advertisement).",Advertisement
alpaca,"The new government policy has been introduced to improve the education system. According to experts, this policy will bring significant changes in the way students learn.","Classify the intent of this paragraph (Inform, Persuade, Entertain).",Inform
alpaca,"Mero aaja ko experience dherai nai mixed thiyo. Morning ma dherai ramro lagyo, tara afternoon ma kehi problems aayo ra ma dherai nai frustrate bhaye. Evening ma chai sabai thik bhayo, so overall ma happy chu.","Classify the sentiment of this paragraph (Positive, Negative, Neutral).",Neutral
alpaca,"Maile aaja mero boss lai dherai nai gali gare. Usle malai unfair treatment diyo ra ma dherai nai angry bhaye. Pachi malai lagyo ki maile galat gare, tara maile afno side bata explain gare.","Classify the emotion expressed in this paragraph (Happy, Sad, Angry, Surprised).",Angry
alpaca,"Aaja ko news ma bhanya anusar, government le new health policy launch gareko cha. Yo policy le sabai citizens lai free basic health services provide garcha. Yo dherai nai beneficial hune expected cha.","Classify the topic of this paragraph (Sports, Politics, Technology, Health).",Health
alpaca,Yo paragraph ma dherai nai Roman Nepali ra English mix cha. This is a good way to communicate with people who understand both languages. Yo format le dherai nai flexibility dincha.,"Classify the language used in this paragraph (Nepali, English, Mixed).",Mixed
alpaca,"Dear sir, I am writing this email to inform you about the progress of our project. We have completed all the tasks on time and are now waiting for your feedback. Please let us know if there are any changes required.","Classify the tone of this paragraph (Formal, Informal).",Formal
alpaca,"The new government policy has been introduced to improve the education system. According to experts, this policy will bring significant changes in the way students learn. However, some people are skeptical about its implementation.","Classify the category of this paragraph (News, Opinion, Advertisement).",News
alpaca,Yo product ko price kati ho ra yo kahaa bata kinna sakincha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Ecommerce
alpaca,Nepal ma aaja ko temperature kati cha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce
alpaca,Maile order gareko product kahile samma deliver huncha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Ecommerce
alpaca,Kathmandu ma best restaurant kahaa cha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce
alpaca,Yo dress ko size chart k cha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Ecommerce
alpaca,Nepal ko capital city k ho?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce
alpaca,Maile order cancel garna sakchu?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Ecommerce
alpaca,Pokhara jana ko lagi best time kun ho?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce
alpaca,Yo product ko warranty kati days ko cha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Ecommerce
alpaca,Nepal ma internet speed kati cha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce
alpaca,Maile order gareko product return garna sakchu?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Ecommerce
alpaca,Nepal ma best trekking route kun ho?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce
alpaca,Yo product ko review k cha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Ecommerce
alpaca,Nepal ma public holiday kun din cha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce
alpaca,Maile order gareko product ko tracking number k ho?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Ecommerce
alpaca,Nepal ma best hospital kun ho?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce
alpaca,Yo product ko delivery charge kati ho?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Ecommerce
alpaca,Nepal ma best college kun ho?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce
alpaca,Maile order gareko product ko color change garna sakchu?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Ecommerce
alpaca,Nepal ma best time to visit kun mahina ho?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce
alpaca,Yo laptop ko RAM kati GB cha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Ecommerce
alpaca,Nepal ma winter ko temperature kati huncha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce
alpaca,Maile order gareko product ko status k cha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Ecommerce
alpaca,Kathmandu ma best coffee shop kahaa cha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce
alpaca,Yo phone ma dual SIM support cha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Ecommerce
alpaca,Nepal ma public transportation kati reliable cha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce
alpaca,Maile order gareko product ko invoice kasari download garna sakincha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Ecommerce
alpaca,Nepal ma best time to visit Chitwan National Park kun ho?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce
alpaca,Yo product ko discount kati percent cha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Ecommerce
alpaca,Nepal ma best university for engineering kun ho?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce
alpaca,Maile order gareko product ko return policy k cha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Ecommerce
alpaca,Nepal ma best place for hiking kun ho?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce
alpaca,Yo product ko battery life kati hours ko cha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Ecommerce
alpaca,Nepal ma best time to visit Mustang kun ho?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce
alpaca,Maile order gareko product ko delivery date kati ho?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Ecommerce
alpaca,Nepal ma best time to visit Lumbini kun ho?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce
alpaca,Yo product ko color options kati cha?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Ecommerce
alpaca,Nepal ma best time to visit Rara Lake kun ho?,"Classify whether this query is related to ecommerce or not (Ecommerce, Outside Ecommerce).",Outside Ecommerce
