category,instruction,context,question,response
translate,"Translate the given text from English language to Roman Nepali Language language.
",,The kids had a blast splashing water and playing games at the pool party.,Bachha haru pool party ma paani chhichaldai ra game khelera ekdam ramailo garen.
RAG,Answer the following question by looking at the context if context is given.,"K-pop music catchy songs, high-quality dance, ra global fanbase ko karan le world-famous cha. Groups jasto ki BTS ra Blackpink le yo trend lead gareka chhan.",K-pop music kina world-famous cha?,K-pop music catchy songs ra global fanbase le world-famous cha.
RAG,Answer the following question by looking at the context if context is given.,"Delivery ko lagi Kathmandu ma 1-2 din lagcha, ra Kathmandu bahira 3-5 din samma lagna sakcha. Remote areas ma delivery ko lagi 7 din samma samaya lagna sakcha.",Delivery kaile samma complete huncha?,"Delivery Kathmandu ma 1-2 din, Kathmandu bahira 3-5 din, ra remote area ma 7 din samma lagcha."
open_qa,You are a helpful assistant. Answer the given user question.,,Nepali ma 'Cyber Security' ko arth bataunuhos.,'Cyber Security' ko arth Nepali ma 'Antarik Suraksha' ho.
RAG,Answer the following question by looking at the context if context is given.,"Dharan ma delivery charge Rs. 200 hunchha. Delivery normally 3-4 business days ma hunchha. Order Rs. 5,000 bhanda badi bhaye delivery charge free hunchha. Expedited delivery ko charge Rs. 300 hunchha.",Dharan ma delivery charge kati hunchha?,Dharan ma delivery charge Rs. 200 hunchha.
translate,Translate the text below from English to Nepali:, ,I have been trying to take more breaks during work to avoid burnout and stay productive.,Maile kaam garda burnout bata bachna ra utsahit rahna dherai bisram lina khojiraheko chu.
RAG,Answer the following question by looking at the context if context is given.,"Gadget Kingdom, Biratnagar le smartphone ra smartwatches ma 12% discount offer gareko cha. Abaileko Dashain ma hami sabai items ma discount dinko cha.",Hajurko smartphone ma Dashain offer cha?,Smartphone ma Dashain offer ma 12% discount cha.
translate,Translate the text below from Nepali to English:, ,"Kripaya, bill lina sakchu?","Can I have the bill, please?"
translate,"Translate the given text from Roman Nepali language to English language.
",,"kina ta aba sabai jana ko timing mismatch bhae jasto lagcha? padhai ko routine ta ekdam tight cha, tara friends sanga ta bhetne time pani milcha jasto lagdaina.","Why does it feel like everyone's timing is mismatched now? My study routine is really tight, and I feel like I won't even get time to meet friends."
summary,Summarize the following text:,,Ek sikshak le ek purano samudayik gharsanga lagaane tarika ko barema bachha haru sanga karyakram gare. Tyo sikshale uniharulai samaj sewa ko guruthilo siksha diye.,Shikshak le samaj sewa ko siksha diye.
translate,"Translate the given text from English language to Roman Nepali Language language.
",,"She stood on the stage, her hands trembling slightly, but her voice grew stronger as she began her speech.","Usle stage ma ubhera, hath ali kaapdai, tara speech suru garepachi usko awaj majboot bancha."
translate,Translate the text below from English to Nepali:, ,The agriculture sector is the backbone of Nepal's economy. Many people depend on farming for their livelihood. The government is promoting modern farming techniques to increase productivity.,Agriculture sector Nepal ko economy ko backbone ho. Dherai mancheharu le afno jeevika ko lagi farming maa nirbhar chhan. Government le productivity badhauna modern farming techniques promote gariraheko chha.
RAG,Answer the following question by looking at the context if context is given.,"Hamro store ma Dashain ko time ma 40% discount cha. Tapai le mobile phones, gadgets, ra home appliances ko wide selection dekhna saknu hunchha. Delivery free cha Kathmandu ra surrounding areas ma.",Dashain ma kati discount cha?,"Dashain ma 40% discount cha, mainly mobile phones ra gadgets ma."
translate,Translate the text below from Nepali to English:, ,"Samaj ma mahilaharuko bhumika aghi ko shatabdi ma dherai parivartan bhayo, tara aajhai dherai kaam garna baki cha.","The role of women in society has evolved significantly over the past century, but there is still work to be done."
RAG,Answer the following question by looking at the context if context is given.,"ElectroShop, Dharan-2, Main Road ma smartwatches, tablets, ra wireless chargers available chha. Smartwatches ko collection ma Apple Watch Series 7, Samsung Galaxy Watch 4, ra Fitbit Versa 3 upalabdha chha. Tablets ko section ma iPad Pro 11-inch, Samsung Galaxy Tab S8, ra Lenovo Tab P11 available chha. Wireless chargers ma Anker PowerWave, Xiaomi Mi Wireless Charger, ra Samsung Fast Wireless Charger available chha. Delivery sabai major cities ma free chha, ra payment options cash on delivery ra card payments ma available chha.",Smartwatches ko kun kun models available chha?,"Smartwatches ko Apple Watch Series 7, Samsung Galaxy Watch 4, ra Fitbit Versa 3 models available chha."
RAG,Answer the following question by looking at the context if context is given.,"Category: Gaming Console, Brand: Sony, Model: PlayStation 5, Description: 825GB SSD, ray tracing support, immersive gaming experience, Price: Rs. 75,000",PlayStation 5 ko dam kati ho?,"PlayStation 5 ko dam Rs. 75,000 ho. Isma 825GB SSD ra ray tracing support cha."
RAG,Answer the following question by looking at the context if context is given.,"SmartMartNepal, Bharatpur-9, Lions Chowk ma electronics showroom chha. Bharatpur ma delivery free chha. Aba saman ko order Rs. 4000 mathi gare Narayangadh, Tandi, ra Chitwan outskirts samma delivery free available chha. Tara, Pokhara, Kathmandu ra purba ko kunai thau ma delivery garna sakidaina.",Pokhara ra Kathmandu ma delivery garna milena?,Pokhara ra Kathmandu ma delivery garna sakidaina.
RAG,Answer the following question by looking at the context if context is given.,"Gadget Hub Nepal le festive season ma 5% discount rakheko cha. Tapai le electronics, mobile accessories, ra laptops ko collection dekhna saknu hunchha. Delivery Kathmandu ra surrounding areas ma free cha.",Festive season ma kati discount cha?,"Festive season ma 5% discount cha, electronics ra mobile accessories ma."
open_qa,You are a helpful assistant. Answer the given user question.,,Nepal ko itihaas ko bare ma chhoto ma lekhnu.,"Nepal ko itihaas malla rajya, shah bamsa, ra loktantrik andolan haru le bharipurna cha."
RAG,Answer the following question by looking at the context if context is given.,"SmartBuy, Itahari-10, BP Chowk ma smartphones ra accessories ko bistarit collection chha.",SmartBuy ma Oppo Reno 10 Pro cha? Ra kati stock chha?,Oppo Reno 10 Pro available chha. Quantity: 6 piece.
RAG,Answer the following question by looking at the context if context is given.,"ElectroCity, Damak-2, Haat Bazaar ma gaming accessories, smartwatches, ra mobile phones ko variety available chha. Mobile phones ko section ma iPhone 14, Samsung Galaxy Z Fold 4, ra Xiaomi Redmi Note 11 upalabdha chha. Gaming accessories ma gaming chairs, headsets, ra gamepads haru available chha. Smartwatches ma Apple Watch SE, Fitbit Versa 3, ra Amazfit GTR 3 available chha. Special festive offer ma smartphones ma Rs. 2,000 ko cashback ra gaming accessories ma 10% discount available chha. EMI options ra free delivery sabai major cities bhitra upalabdha chha.",Gaming accessories ma kun kun items available chha?,"Gaming accessories ma gaming chairs, headsets, ra gamepads haru available chha."
summary,Summarize the following text:,,Ek marathon event ma thousands of runners participate garcha. Aba event le health awareness ra fitness ko importance promote garcha.,Marathon event le health awareness ra fitness ko importance promote garcha.
translate,Translate the text below from English to Nepali:, ,"AI is being used to improve language translation. Tools like Google Translate use AI to provide accurate and real-time translations, breaking down language barriers and facilitating communication.","AI le language translation improve garna use hudai chha. Google Translate jasta tools le AI use garchhan accurate ra real-time translations provide garna, jasle language barriers lai break down gariraheko chha ra communication facilitate garchha."
open_qa,You are a helpful assistant. Answer the given user question.,,Sadharan birami huncha vane gharma first aid kasari dincha?,"Birami lai rest dinu, clean water dinu, ani jarurat pare first aid box use garne."
RAG,Answer the following question by looking at the context if context is given.,Payment Reminder: Reminders cannot be disabled. Usage Tip: Pay on time to avoid reminders.,Payment garna ko lagi payment reminder kasari disable garna sakchu?,"Hajur, payment reminder disable garna mildaina. Time ma tirnu hola reminder bata bachna ko lagi."
RAG,Answer the following question by looking at the context if context is given.,"Purwa Ko Saan Mobile Center, Itahari-4 ma avasthit chha. Hamro store ma smartphones, laptops, ra accessories ko wide collection chha. Customer haru le hamro website ya direct store ma gayera inquiry garna milcha.",Smartphones ko details kahan herna sakincha?,Website ya direct store ma gayera herna sakincha.
RAG,Answer the following question by looking at the context if context is given.,Hamro platform le partial delivery ko suvidha dincha. Kunai order ma multiple items bhaye ra sabai items ready nabhaye ek ek garera deliver huncha. Partial delivery ko status online bata herna milcha.,Partial delivery bhaye status kasari herna sakincha?,Online bata status herna sakincha.
translate,Translate the text below from Nepali to English:, ,"Financial literacy ko importance lai bado garera bhana sakinna, kinaki yo individuals lai informed decisions garna sakchha.","The importance of financial literacy cannot be overstated, as it empowers individuals to make informed decisions."
translate,"Translate the given text from Roman Nepali language to English language.
",,kina ho ta har samay yasto?,Why is it like this every time?
open_qa,You are a helpful assistant. Answer the given user question.,"Preferred Delivery: During checkout, customers can choose a preferred delivery slot based on availability. Slots are divided into morning (9 AM - 12 PM), afternoon (12 PM - 3 PM), and evening (3 PM - 7 PM). This option is currently available in major cities only. Ensure to select the slot before confirming the order.",Kasari preferred delivery slot select garna sakincha?,"Preferred delivery slot select garna checkout page ma morning, afternoon, ya evening slot choose garnus."
RAG,Answer the following question by looking at the context if context is given.,"Hamro store ma delivery all Nepal available xa, delivery 2-3 days samma lagna sakxa.",Delivery provide garna milcha?,Delivery all Nepal available xa.
translate,Translate the text below from English to Nepali:, ,"I really love stargazing, especially on clear nights. Today I sat on the rooftop and watched the stars; it was so peaceful. The beauty of the universe is on another level.","Malai ta stargazing dherai man parxa, especially tyo clear night ma. Aajai maile rooftop ma basera stars herthe, ekdamai peaceful thyo. Universe ko beauty nai arko level ko xa."
translate,"Translate the given text from English language to Roman Nepali language.
",,"The farmer's market was bustling with activity as vendors sold fresh fruits, vegetables, and homemade goods. Families walked through the stalls, sampling food and chatting with the friendly sellers while enjoying the vibrant atmosphere.","Kisan bajar chalchaldo thiyo jaba dokandar haru taja falful, tarkari ra ghar ko banaune saman bechda thiye. Parivaar haru stall ma hidera khana ko namuna khandai ra mitra dokandar haru sanga kura gardai ramailo mahol ko maja le raheko thiye."
